oocyte #1,oocyte #3,oocyte #4,pronuclear #3,pronuclear #4,pronuclear #2,zygote #1,zygote #2,2 cell #1,2 cell #5,2 cell #6,4 cell #1,4 cell #2,4 cell #3,4 cell #4,8 cell #3a,8 cell #6a,8 cell #7a,8 cell #1b,8 cell #2b,8 cell #3b,8 cell #4b,8 cell #5b,8 cell #3c,8 cell #5c,8 cell *,morula #1,morula #4,morula #5,
C1orf109,0.03,2.95,1.13,0.71,0.26,0.27,0.21,0.64,0.51,0.33,0,0,13.95,0.1,0.31,6.26,1.52,0.44,0.03,0,0,0,0,0,0.03,0,3.35,36.94,26.84
C1orf110,0.03,0,0,0,0,0,0,0,0,0,0,0,0,29.16,3.43,0,0,0.22,0.03,3.43,7.74,0.88,5.31,0,0.03,0,0,0,0.34
C1orf112,3.63,1.89,3.8,0.68,0.71,0.1,1.36,1.31,1.92,3.68,2.46,2.58,0.37,0.1,6.59,0.11,0.76,0,0.03,3.69,0.7,0.44,0,9.14,0.03,6.13,2.22,8.35,14.07
C1orf113,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.34,0.05,0.25,0.03,0,0.63,0,0,4.84,0.03,3.91,0.41,0,0.09
C1orf114,9.62,90.96,21.78,18.7,30.19,33.11,11.97,10.04,3.27,0.79,0,0,0,0.1,1.6,7.69,0.19,1.56,39.97,0,0,0,0,0,0.03,1.97,0.12,0.89,0.16
C1orf115,0.03,1.87,0,0.24,0.03,1.49,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0.34,0.19,0.05
C1orf116,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.03,0.18,0.03,0,0,0,3.78,0.88,1.09,0.21,0,0,0
C1orf122,2.46,3.97,5.6,5.85,5.75,5.77,3.65,5.82,4.34,1.91,2.04,3.51,0.8,6.82,8.23,79.91,48.7,76.81,8.9,25.31,41.4,7.14,108.43,164.67,230.47,46.49,79.02,62.53,34.96
C1orf123,33.77,14,23.67,8.84,2.75,3.81,24.77,27.59,9.26,43.08,20.63,40.99,8.44,0.1,18.22,22.32,25.09,2.23,4.4,30.23,34.68,12.1,56.76,7.96,4.09,4.94,24.17,48.75,52.95
C1orf124,35.36,16.1,33.26,13.09,4.3,2.82,6.15,5.57,2.86,7.88,6.42,3.54,4.24,0.1,0.26,25.21,8.08,35.84,2.86,24.22,2.44,18.33,18.62,9.37,1.95,7.08,1.84,19.54,9.3
C1orf125,1.24,0,0,0.01,0.06,0,0.01,0.12,0.12,0,0,0,0,0.1,0,0.63,0.5,0.29,0.03,0,0.49,0,0.24,5.31,1.31,0.15,0.09,0.05,0.21
C1orf127,7.55,0.51,0,0.24,0.46,2.29,0.08,0.23,0.05,0,0.31,0.11,0,0.1,0,0,0,0.22,0.03,0.57,9.1,0.48,2.82,2.53,0.03,0.08,0,0,0
C1orf128,351.69,543.97,524.97,630.37,612.05,640.33,543.97,411.66,257.21,196.89,251.72,88.27,184.07,103.84,187.23,446.21,397.05,357.36,243.54,195.48,162.63,114.18,145.17,280.66,170,287.01,102.85,103.84,119.42
C1orf130,0.03,0,0,0,0,0.1,0,0,0,0,0,0.08,0,0.1,3.82,0,0.05,0,0.03,0,0,0,0,0,0.03,0.12,0.05,0.11,0.13
C1orf131,27.85,51.59,41.37,156.97,90.63,90.77,58.73,51.72,53.12,16.69,62.79,95.9,38.34,39.2,7.84,0.93,18.3,23.84,5.74,7.31,3.21,81.71,0.65,11.72,2.3,4.96,76.92,80.29,76.65
C1orf135,42.43,27.69,36.66,36.14,43,55.36,78.14,48.97,38.38,16.37,18.52,28.07,21.37,8.55,32.68,51.08,89.77,34.68,22.36,108.97,41.94,36.43,7.46,12.55,45.77,13.54,38.88,11.22,14.42
C1orf141,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0.34,1.38,0.55,0.29,0.81,0.03,0.02,0,0,0
C1orf144,7.26,7.49,4.66,21.88,20.63,21.12,14.69,9.79,9.62,9.28,13.16,14.23,4.76,5.1,8.96,52.35,30.19,38.34,42.73,40.74,39.54,19.6,45.9,80.38,22.74,11.65,45.72,27.98,15.85
C1orf146,121.79,97.57,83.27,16.22,11.73,2.99,11.94,3.48,3.45,9.63,13.22,0.15,2.14,0.1,3.73,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
C1orf151,4.42,9.76,7.39,3.73,2.4,3.19,3.42,7.49,2.97,11.39,10.46,2.05,3.62,9.64,5.32,2.6,0.55,1.71,0.03,2.02,0.65,0,4.43,5.14,0.03,0.5,8.4,23.42,32.5
C1orf156,0.03,2.15,0,1.04,2.01,0.3,3.47,3.09,0.77,0.8,1.49,0,0.55,0.1,21.25,0,23.31,17.86,149.71,34.61,2.8,0.91,0,0,0.03,7.06,27.85,27.77,18.1
C1orf159,0.03,0,0,0.65,0.34,0.06,0.14,0.14,0,0,0.69,0,0,0.1,0,0.7,10.34,0,0.03,0.74,0,0,0,0,0.03,0.53,10.96,0.55,1.41
C1orf162,0.03,0,0,0,0,0,0,0,0.3,0,0,0,0,0.1,0.63,45.49,64.21,0.34,0.03,0.29,0.81,4.12,0,0.88,0.03,0,17.52,7.28,23.73
C1orf163,0.03,0.82,0,6.21,6.37,6.59,4.21,0.21,6.67,2.95,20.62,11.87,0.93,0.1,13.82,0.1,6.42,0,3.94,5.31,2.18,17.67,11.82,8.29,56.25,11.55,44.38,54.66,38.55
C1orf168,0.03,7.81,0.8,2.36,2.43,2.05,0.27,0.92,0.38,1.34,2.59,1.31,0,0.1,1.26,0,1.89,1,0.03,0,0,0,0,0,0.03,0.06,0,0,0
C1orf172,0.03,0,0,3.86,11.32,6.38,23.79,3.09,18.61,6.49,8.26,6.85,2.12,0.1,1.1,7.32,0.08,0.52,2.29,5.36,1.34,0,9.22,31.11,0.03,0.2,9.47,4.49,0.19
C1orf174,73.13,93.95,64.29,22.6,20.51,29.37,34.85,67.77,12.87,14.89,19.81,3.76,1.77,48.5,17.05,2.47,1.56,4.4,4.37,6.14,4.63,1.29,0,1.12,0.03,1.62,13.76,20.07,27.07
C1orf175,0.03,0,0,0,0,0.02,0,0,0,0,0,0.16,0,0.1,0,0.79,3,0.81,0.03,3.16,0.97,0,0.54,0,0.03,0,0.76,0,0
C1orf182,0.03,0,0,0,0.03,0.2,0,0,0,7.31,0.67,0,0,0.1,0,1.47,0.31,0.97,0.03,0,0,0,0,0,0.03,0.04,6.04,6.31,6.91
C1orf190,0.03,0,0,0.29,0.34,0.21,0.81,0.71,0.13,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,1.38,0,0.03,0.65,1.71,0,0
C1orf192,0.03,0,0,0.85,0.02,0.16,0.14,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,1.1,2.13,0.1,0.53
C1orf198,0.03,0.41,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.59,0.86,0,11.05,0.85,19.98,0.56,5.96,0.42,1.86,2.27,2.84,3.02,1.02
C1orf201,17.2,11.19,16.95,14.39,17.83,11.13,10.9,11.6,11.82,3.43,18.09,1.71,22.3,0.1,9,2.63,7.08,0.44,48.27,0.18,1.57,9.11,0.37,0,1.63,2.27,1.69,0,0
C1orf21,1.18,0.99,0.69,0,0.09,0.23,0.37,0.33,0.44,2.79,2.15,1.48,1.24,0.1,0.9,0,0.32,0.1,0.03,0.51,10.51,0,0,0,0.03,0.01,0,0,0.03
C1orf210,62.94,52.8,69.94,85.14,101.66,112.8,76.31,92.32,27.7,12.74,5.89,6.57,68.95,0.1,7.75,1.41,0.55,3.17,12.58,1.36,13.27,5.54,17.74,0.96,3.47,5.37,0,0,2.1
C1orf212,0.03,0.18,0,0.16,0.34,0.13,0.28,0.23,0.24,0.29,0.57,0.07,0.43,3.71,0,11.67,15.72,4.23,9.43,0.91,20.75,19.98,3.81,8.41,22.35,1.83,36.41,5.17,6.57
C1orf213,0.03,0,0.79,0,0.16,0,0,0,0,0,0,0,0,0.1,0,1.43,0,2.32,0.03,0,0,0,0,0,0.03,5.63,0.05,0.04,0
C1orf216,0.03,0,0,0.02,0.02,0.18,0,0.11,0,0,0,0,0,0.1,0,0.93,2.56,5,8,0,0.97,18.64,0,6.61,0.03,0,3.62,0,0
C1orf226,27.45,46.4,38.4,31.3,58.46,56.03,51.24,55.81,30.17,16.38,26.74,24.63,12.71,13.62,15.77,0.98,0.57,0.82,8.35,0.31,1.11,7.8,1,0.56,1.8,4.04,1.05,0,0.16
C1orf227,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,0,1.63,0.32
C1orf228,2.9,3.3,1.39,0.25,0.05,5.54,7.06,8.74,1.77,2.51,0.78,0,0,0.1,0,0,0,0,0.03,0,0,1.64,0,0,0.03,0,0,0,0
C1orf230,668.41,506.18,554.8,273.86,309.16,377.13,327.07,474.67,272.87,378.26,343.95,257.95,293.92,474.67,238.32,57.34,36.56,40.61,365.26,147.73,199.98,314.72,264.44,98.75,249.45,327.07,0.27,0.26,0
C1orf25,4.55,1.95,0.95,1.31,2.6,3.9,3.87,3.78,9.89,20.52,8.41,8.43,2.9,0.1,1.68,0.41,6.18,7.44,1.99,1.12,14.39,0.67,0.29,0,18.8,5.39,4.08,11.92,22.87
C1orf26,100.22,40.96,62.59,13.61,16.64,18.97,26.77,33.47,30.15,42.56,9.59,11.81,26.31,144.84,41.66,2.39,2.21,3.12,0.03,8.57,6.88,1.05,0.3,0,4.93,4.26,3.22,2.71,6.03
C1orf27,0.03,3.94,5.63,3.6,2.8,0.54,0.54,0.99,1.92,1.13,0.43,3.91,0,0.1,2.72,1.95,1.55,1.06,0.03,0,0,0,0,0,0.03,0,0.89,2.44,6.93
C1orf31,2.17,2.15,6.16,0.39,0.02,0,2.18,0,0.36,5.43,0.43,0,0.59,0.1,0.72,257.95,324.03,214.08,1006.52,283.76,413.66,386.62,630.37,321.68,603.32,415.35,74.16,187.23,94.9
C1orf35,0.03,1.19,10.14,2.71,2.72,1.82,0.26,0.47,0,0,0,0,0,0.1,1.36,53.74,3.64,17.45,4.78,33,6.65,6.14,50.31,3.96,0.03,10.18,38.94,10.15,21.81
C1orf38,0.03,0,0.45,0,0,0,0,0,0,0,0,0,0,0.1,0,6.95,0.08,2.45,0.03,0.3,1.61,15.14,0.48,1.45,16.31,0.03,1.04,0.09,1.64
C1orf43,113.79,111.56,82.84,143.73,184.07,158.2,162.93,159.9,88.97,42.69,75.73,124.4,128.51,29.51,162.63,66.18,44.58,64.59,77.46,76.07,185.36,190.55,42.43,67.39,53.78,34.76,77.58,50.09,40.59
C1orf50,26.26,11.54,20.97,11.46,19.4,14.55,20.87,14.25,46.67,48.27,80.48,10.5,19.98,33.8,2.37,22.07,21.76,10.49,5.98,1.53,46.27,0,105.13,40.72,0.03,56.34,16.66,30.43,16.82
C1orf51,38.49,66.04,21.55,82.74,53.07,57.79,73.22,24.43,40.34,58.73,18.1,40.28,6.54,7.87,15.1,23.45,7.71,19.84,8.57,11.75,1.15,2.64,31.52,0,0.03,2.61,29.9,2.71,7.3
C1orf52,3.31,2.58,6.54,0.51,0.08,0.84,0.03,0.11,0,0,1.58,0,0,5.29,0.45,63.55,48.27,61.02,20.31,68.8,24.27,46.49,40.61,41.94,5.26,67.11,11.28,22.46,18.91
C1orf53,3.1,45.37,8.06,4.24,5.55,0.91,1.27,4.88,0.07,1.12,0.7,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0,1.42,15.35,1.51
C1orf54,0.03,2.71,0,0,0,0.45,0,0,0,4.92,0,3.05,0,0.1,6.52,0,7.92,0,0.03,0,0,0,0,0,0.03,0.4,8.71,4.43,12.02
C1orf55,3.6,25.64,30.81,46.71,30.09,25.27,58.07,27.76,75.81,75.65,32.73,76.5,47.96,62.98,63.74,58.6,51.47,41.09,38.16,25.57,15.41,58.92,48.63,15.52,8.95,59.56,1.72,11.95,8.12
C1orf56,25.63,22.81,36.28,44.28,47.57,57.57,40.94,58.07,66.48,20.27,28.79,26.38,31.87,16.45,65.45,0.65,4.02,8.42,5.48,8.35,17.02,2.18,27.39,0,4.21,18.54,1.26,11.44,10.37
C1orf57,0.03,1.52,0,3.22,3.32,0.83,9.34,2.63,3.41,3.16,12.16,1.27,37.68,0.1,13.81,3.6,0,0.21,91.77,0,0,0,3.37,0,0.03,0.76,53.61,45.11,50.83
C1orf58,0.03,0,0,0.44,0.62,0.33,0.44,2.26,4.25,2.23,0,0.26,25.38,6.42,2.15,22.82,10.88,49.02,0.03,25.89,43.48,22.01,4.8,20.1,0.03,15.93,4.63,0.3,9.96
C1orf59,1469.28,1125.72,1125.72,781.41,895.32,1006.52,1108.66,1019.8,996.31,921.57,833.61,838.8,650.75,1006.52,826.33,44.88,112.03,62.86,266.01,98.53,68.6,94.9,204.95,9.99,8.89,345.24,31.26,40.59,44.62
C1orf61,0.03,0,0,0.05,0,0,0,0,0,0,0,0,0,0.1,0.44,6.39,0,1.46,0.03,0.3,5.61,0,0,0,0.03,0,15.07,5.31,11.01
C1orf63,59.06,11.35,30.55,8.29,4.8,4.21,3.21,2.25,3.58,0.74,0.89,3.64,2.3,5.5,3.51,255.54,96.65,216.77,94.68,33.26,216.77,117.79,186.78,202.11,155.2,195.04,34.18,100.11,28.38
C1orf64,0.03,0,0,0,0.08,0,0,0,0,0,0,0,13.21,0.1,0,0,19.28,0,0.03,0,0.81,0,0,0,0.03,15.57,0,0,0
C1orf66,4.16,1.35,0.76,1.44,1.73,3.82,2.18,2.98,1.2,0.9,7.4,0.74,5.17,0.1,7.12,0.22,0.09,2.25,0.03,0,0,0,0,0,0.03,0.3,1.37,0.32,1.29
C1orf69,0.03,0.09,0,0.02,0.03,0.03,0.04,0,0,0,0,0,0,0.1,0,0.08,0,0.14,0.03,0,0,1.08,0.47,0,0.03,0.11,1.5,0.2,0.43
C1orf74,0.03,1.4,1.47,1.23,8.52,3.31,12.57,5.54,10.63,12.56,20.8,5.71,1.78,0.1,0,0,3.51,0,0.03,0,0,0,0,0,0.03,0.78,26.24,6.26,4.69
C1orf77,0.03,0.15,0,10.29,3.36,8.49,8.91,3.77,3.89,16.54,7.39,14.79,3.4,0.1,14.58,162.26,170,158.52,69.17,146.02,176.55,83.8,182.65,85.35,9.54,141.37,53.2,62.25,40.85
C1orf83,4.04,0.44,2.5,1.08,1.02,4.41,0.61,0.21,0.11,1.52,4.16,0.57,0,0.1,0.26,5.79,8.93,5.31,3.27,17.51,28.94,59.5,4.01,0.71,3.34,38.83,7.46,0.3,1.03
C1orf84,0.03,0,0,0,0,0,0,0.36,0.36,0,0,2.6,0,0.1,0.39,0,2.27,0.18,4.25,0,0,0,0,0,0.03,0.49,0.25,0,0.64
C1orf85,0.03,0.13,0,0.36,3,2.02,0.2,5.34,2.98,0,0,0.1,0,0.1,0,0,0.43,0,0.03,0.79,1.46,16.57,0,0,0.03,0.07,22.23,0.38,1.88
C1orf86,0.03,0.4,0.7,5.56,6.1,7.27,4.9,6.82,4.2,8.29,24.45,3.39,1.55,20.25,16.15,1.57,1.22,1.74,33.96,0.69,3.72,4.86,0,7.24,0.03,3.48,0.44,2.61,0.3
C1orf88,14.44,3.33,4.1,0.03,1.25,1.96,0.17,0.89,0.12,0,0,0.58,0,0.1,0,0,0,0,0.03,0.19,0,0,0,0,0.03,1.02,0.86,2.02,2.1
C1orf89,0.03,0,0,0,0.01,0,0.01,0,0.14,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,0.03,0.04,0.13,0.1,0.36
C1orf9,4.91,70.99,23.16,18.36,7.18,3.7,6.49,6.39,10.09,23.78,8.61,5.17,2.23,30.64,8.06,1.17,0.49,2.37,0.03,0.5,9.48,3.16,0.26,6.44,0.03,1.01,3.56,13.33,10.27
C1orf91,0.03,0,0,0.35,2.03,1.29,0.12,0.31,0.12,0,0,4.01,0,0.1,0,4.41,12.54,8.85,0.03,0.4,0,0,0.39,27.72,0.03,9.73,10.99,10.96,0.13
C1orf93,0.03,0,0,0.07,0.23,0.15,0.28,1.55,0.54,1.06,0.37,0.11,0,0.1,1.24,0.7,0,0,0.03,0,0,0,0.74,0,0.03,0,0.35,0,0.17
C1orf95,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0.57,0.03,1.41,0,0,0
C1orf96,71.36,32.41,49.92,19.45,19.85,18.16,18.65,51.55,17.09,25.7,34.23,9.79,23.9,17.28,7.31,104.84,104.34,125.25,4.91,34.16,28.27,23.25,5.65,37.77,2.9,29.72,0.58,2.14,2.89
C4BPB,0.03,0,0,0,0,0,0.01,0,0,0,11.78,0,0,0.1,0,0,0,0,0.03,0,0,0,0,0,11.28,0,0,0,0.34
C8A,0.03,0,0,0,0,0,0,0,0,0,0,1.13,0,0.1,0,0,0.58,0,0.03,0,0,0,0,0,0.03,0,0,0,0
C8B,0.03,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0.93,0,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
CA14,0.03,0.9,1.25,3.05,2.59,3.38,0.14,0.64,0.36,2.22,0.38,6.55,3.54,0.1,0.56,0.88,2.51,0,0.03,0,0.85,5.3,0,0,0.03,0,0.62,1.61,0
CA6,1.68,2.08,0,0,0.21,0,0.96,1.66,0,5.84,0,0,0,0.1,0,0.31,7.42,7.18,4.03,14.05,1.03,0.94,0,26.95,0.03,0,0.01,3.15,0
CABC1,13.3,4.96,7.41,2.76,7.84,6.76,5.23,8.12,3.1,0,0,0.5,1.63,0.1,4.02,0.6,3,1.59,36.28,1.13,0.77,4.54,0.34,11.01,6.6,0.17,21.56,6.86,9.86
CACHD1,0.03,0.18,0,0,0,0,0.01,0,0.18,0,0,0.37,2.11,0.1,0,0,0,0.85,0.03,0,0,0,0,0,0.03,0.01,2.22,6.39,11.01
CACNA1E,2.98,0.08,0.47,0.07,0.55,0.57,0.36,0.11,0.9,0.74,2.17,0.62,1.39,0.1,3.84,0,0.22,0,0.03,2.55,0.46,0,0.51,0,0.03,0.59,0,0,0
CACYBP,2.52,22.15,8.87,6.71,7.21,2.7,4.63,8.91,7.99,11.67,20.79,6.66,3.23,24.26,18.79,29.05,11.35,23.49,25.38,20.82,42.24,56.81,21.61,12.34,29.37,6.84,16.89,51.63,47.01
CAMK2N1,0.03,1.03,0,0.04,0.04,0,0,4.21,0,0,0,0,0,0.1,0,1.93,0.77,0.9,1.92,2.61,15.55,0.74,12.56,2.44,51.63,13.68,0.35,0.48,0.09
CAMSAP1L1,0.03,0.21,0,0.47,0.22,0.16,0.63,0.17,2.08,0.21,3.43,2.16,3.89,3.06,0.8,6.57,0.15,3.86,0.03,7.6,5.01,0.51,0,4.42,6.8,0.16,3.23,19.34,12.51
CAMTA1,8.65,3,9.92,2.44,2.34,2.73,1.85,3.08,1.58,1.55,3.49,2.62,2.44,5.04,3.71,2.74,2.37,1.03,11.06,1.92,3.84,5.87,2.16,5.87,1.21,2.28,1,0.86,1.16
CAP1,17.46,48.97,20.07,16.92,21.69,27.35,31.71,52.71,10.24,10.22,48.89,12.42,30.08,3.34,13.18,32.05,87.8,25.52,18.9,22.82,12.17,12.01,16.24,26.53,28.91,17.2,69.65,107.48,104.22
CAPN2,13.93,10.6,21.61,5.24,4.15,11.61,3.52,5.37,2.84,0.55,0,3.06,11.12,0.1,3.04,0.45,0.48,0,0.03,0,0,0,0,0,0.03,0.14,5.98,30.13,16.66
CAPN8,0.03,0,0,0,0,0,0,0,0,0,0,0,3.29,0.1,0,0.86,0,0,0.03,0,0,0,0,0,0.03,0,0,0,0
CAPZA1,19.52,80.66,55.86,47.84,37.34,24.56,102.18,27.13,63.61,110.71,111.36,36.14,67.32,59.91,68.33,3.63,18.66,20.02,1.7,3.58,1.2,20.13,0.67,14.42,30.04,4.68,26.55,98.64,107.91
CAPZB,8.25,2.62,8.98,29.7,15.7,9.79,59.06,33.35,58.14,32.2,44.16,86.36,76.5,210.71,158.91,11.93,14.93,50.97,5.19,23.67,15.14,34.59,10.38,28.65,3.98,5.18,62.94,52.67,29.57
CASP9,55.61,42.46,18.23,31.98,19.23,22.74,19.23,25.45,4.75,5.09,5.01,3.8,3.61,25.83,0.42,0.1,0,0.78,0.03,3.22,0,0,0,0,0.03,5.98,8.56,2.18,8.03
CASQ1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2.52,1.64,0.1,3.35,0.28,0,10.57,0,0.85,0.03,0.06,11.49,13.44,9.45
CC2D1B,0.03,0.23,0.52,0.09,0.13,0.68,0.28,0.55,0.21,0.42,2.1,0.3,0.82,0.1,0,0.93,0.06,0.68,2.68,0.7,4.05,0,1.91,2.56,5.25,1.17,0.9,0.73,0.43
CCBL2,2.66,0.67,0.65,0.9,1,0.16,0.24,4.27,1.21,13.07,4.55,3.02,0.88,0.1,0.79,0,0.07,1.88,0.03,0,0,0,0,6.82,0.03,0.02,7.84,64.29,39.6
CCDC17,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.05,4.34,0.03,3.3,0.7,3.7,17.61,4.8,3.49,0.44,1.96,0.33,2.35
CCDC18,0.03,1.07,0.55,1.95,1.17,0.37,0.48,0,0.15,0.74,0.96,2.29,0,0.1,0.87,0.53,0.06,0.53,0.03,0,0,0.99,0.55,0,0.03,0.01,0.04,1.12,3.43
CCDC19,0.03,0,0,0,0,0,0,0,0,0,0,0.29,0,0.1,0,0,3.22,2.06,0.03,0,0,0,0,0,0.03,0,0.51,0.17,0
CCDC21,33.07,34.94,29.51,47.12,59.06,38.05,18.32,33.32,30.43,5.22,10.95,21.1,22.22,26.84,21.93,17.05,17.36,32.78,3.74,15.68,8.95,36.01,17.39,16.69,8.25,21.29,8.09,1.74,0.21
CCDC23,115.2,116.6,72.99,30.64,23.78,12.87,21.35,31.06,19.68,0.56,10.18,15.62,23.94,7.79,16.95,37.89,66.71,57.02,5.59,85.76,76.5,28.71,91.41,88.27,7.88,104.7,14.48,42.24,16.3
CCDC24,0.03,0.46,0,2.63,4.05,5.71,1.34,4.44,3.94,0.3,0.3,0.21,0,0.1,0.47,0,0,0,0.03,0,0,1.39,0,0,0.03,0.18,4.71,1.76,0.36
CCDC27,20.19,16.82,13.77,105.48,149.53,117.23,85.86,63.67,167.83,41.19,78.3,130.29,96.65,26.72,73.9,3.89,12.05,8.28,38.7,12.51,18.9,2.7,61.64,25.56,30.41,51.08,0.11,0.17,0
CCDC28B,0.03,1.83,0.71,0.61,2.23,3.07,0.42,1.5,0,0,0.81,0,1.07,19.16,6.19,0,0,1.04,0.03,0,1.36,12.92,0,0,3.22,0,1.64,0,0.67
CCDC30,0.03,0.17,0,0,0,0,0,0,0,0,1.19,0.54,0,0.1,0,3.33,0.69,1.55,0.03,0.22,0.34,3.65,0,0,3.43,0.5,0.01,0.34,0
CCDC76,13.83,28.02,16.03,9.9,3.07,2.62,6.87,18.23,4.61,13.18,28.21,2.29,2.11,8.92,7.54,3.6,2.17,1.74,3.23,1.11,33.18,0.97,0,2.72,11.02,2.26,5.92,10.12,15.24
CCNL2,10.08,9.24,11.46,14.28,8.93,8.61,14.22,7.56,5.64,1.21,6.55,3.59,4.65,19.67,5.4,43.08,30.95,28.04,5.63,30.66,43.64,6.84,35.21,15.45,12.89,45.11,13.45,16.58,13.43
CCT3,5.7,4.52,13.84,53.24,33.75,26.86,97.34,27.47,70.81,24.05,20.83,150.21,71.79,20.27,82.08,271.98,228.69,266.75,440.05,305.6,269.86,375.02,80.66,196.08,484.52,79.02,257.95,268.19,250.16
CD160,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.59,0,3.05,0.03,0,0,0,0,0,0.03,1.21,0.28,0.33,0.05
CD247,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.99,0,0.03,0,0.88,3.65,0,8.46,0.03,0,0,0,0
CD46,0.03,1.63,3.04,0.02,0.02,0.19,0.07,0,0,0,0,0,0,4.73,1.66,6.79,3.16,0.25,2.39,13.36,12.27,1.24,0.64,2.86,3.69,3.67,1.87,13.21,21.07
CD52,0.03,0,0,0.05,0,0,0,0,0,0,0,0,0,0.1,0,0,0,1.8,0.03,0,0,0,0,0,0.03,0,3.2,0.97,2.88
CD53,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.86,2.03,94.79,7.49,0.9,1.13,0,0.93,0.03,0.11,45.65,52.76,119.84
CD55,16.85,53.27,37.84,17.32,13.64,5.11,34.92,29.29,43.37,41.37,48.08,43.74,52.55,25.95,10.01,7.4,4.42,6.2,4.84,5.26,1.41,4.05,29,1.65,3,6.52,5.36,28.31,15.74
CD58,1.95,0,0,0,0,0,0,0.09,0,0,0,0,0,0.1,0,0,0,0.99,0.03,0,0,0,0,0,0.03,0,1.39,0.34,1.25
CDA,5.89,21.36,36.77,15.51,38.73,30.15,112.32,96.16,45.69,144.46,191.03,17.93,23.65,32.07,48.31,9.1,0,14.93,4.61,38.97,3.3,49.26,11.72,23.05,4.34,103.99,42.66,63.67,40.37
CDC14A,0.03,0,0,0.01,0.02,0.01,0.04,0,0.12,0.94,0,0,0,3.96,0,0.16,0,0.15,0.03,0.14,0,0,4.4,0,0.03,0.8,0.99,0.09,0.42
CDC20,95.52,55.67,80.2,116.99,147.73,203.95,104.56,123.6,145.02,121.2,120.97,409.97,191.57,113.64,267.4,115.85,135.47,129.04,85.53,184.07,120.68,179.45,77.37,120.2,116.4,112.5,124.82,21.31,27.47
CDC42,4.75,1.51,4.4,4.87,3.56,1.11,6.55,6.18,4.92,4.45,4.62,7.34,11.39,12.18,12.3,12.45,12.29,28.45,10.21,7.32,9.05,3.48,3.37,20.79,23.52,10.71,5.77,14.88,10.4
CDC42BPA,1.75,0.36,1.32,8.91,3.41,2.71,3.43,7.62,4.36,6.41,6.65,8.6,0.68,14.8,4.58,0.08,1.59,0.77,0.03,2.55,7.51,6.65,3.6,0,1.57,0.01,1.04,1.48,1.11
CDC42SE1,18.59,18.58,28.74,39.99,42.02,50.48,9.84,35.05,9.91,13.49,5.51,13.73,8.28,16.83,5.67,5.63,6.94,8.51,0.03,5.77,11.62,10.8,0.97,1.74,1.4,4.51,6.38,8.06,9.37
CDC7,98.75,70.25,109.11,42.62,45.23,29.97,52.98,70.19,57.28,102.85,91.87,20.74,41.89,3.12,49.41,4.39,0.1,1.19,0.03,5.75,0.51,0,0,0,3.67,2.78,8.79,16.62,14.68
CDC73,5.66,9.69,5.41,2.35,1.57,1.03,2.05,0.65,2.46,4.49,10.28,2.73,1.61,35.21,2.49,5.97,9.79,17.8,4.41,9.66,17.2,28.05,0.4,13.94,15.48,3.56,4.12,18.64,21.71
CDCA8,67.44,50.01,42.56,81.98,87.91,72.5,66.78,41.05,65.32,14.38,24.92,22.6,31.66,36.49,23.08,91.87,63.78,159.51,33.2,53.32,34.76,90.14,25.03,68.6,50.83,20.38,24.55,10.9,7.06
CDK11A,0.03,0.68,0.82,2.11,1.56,3.92,0.24,0.29,1,0.81,2.79,3.41,0,0.1,1.14,0.95,1.98,2.24,0.03,1.71,1.52,5.54,0.36,3,8.11,1.49,0.12,0,0.08
CDK11B,0.03,0.71,0.84,2.37,1.73,4.07,0.39,0.46,1.16,0.82,2.94,2.53,0,0.1,2.41,4.46,1.41,4.37,12,3.98,3.84,7.84,2.33,4.01,8.83,5.04,1.35,0.04,0.13
CDK18,0.03,0.49,0,0,0.49,0.16,0.1,0.06,0,0,0,0,4.68,0.1,0,0.21,0,0,0.03,0,0,0,0,1.53,1.38,0.06,0,0,0
